timestamp,price
2026-03-16 00:00:00+02:00,31.28
2026-03-16 00:15:00+02:00,29.12
2026-03-16 00:30:00+02:00,27.78
2026-03-16 00:45:00+02:00,25.23
2026-03-16 01:00:00+02:00,27.13
2026-03-16 01:15:00+02:00,24.65
2026-03-16 01:30:00+02:00,21.07
2026-03-16 01:45:00+02:00,12.18
2026-03-16 02:00:00+02:00,27.04
2026-03-16 02:15:00+02:00,22.44
2026-03-16 02:30:00+02:00,16.49
2026-03-16 02:45:00+02:00,15.38
2026-03-16 03:00:00+02:00,23.92
2026-03-16 03:15:00+02:00,18.01
2026-03-16 03:30:00+02:00,15.15
2026-03-16 03:45:00+02:00,11.75
2026-03-16 04:00:00+02:00,15.85
2026-03-16 04:15:00+02:00,14.04
2026-03-16 04:30:00+02:00,16.89
2026-03-16 04:45:00+02:00,17.75
2026-03-16 05:00:00+02:00,11.93
2026-03-16 05:15:00+02:00,16.53
2026-03-16 05:30:00+02:00,20.34
2026-03-16 05:45:00+02:00,24.52
2026-03-16 06:00:00+02:00,15.64
2026-03-16 06:15:00+02:00,22.18
2026-03-16 06:30:00+02:00,26.87
2026-03-16 06:45:00+02:00,30.48
2026-03-16 07:00:00+02:00,24.92
2026-03-16 07:15:00+02:00,25.98
2026-03-16 07:30:00+02:00,31.6
2026-03-16 07:45:00+02:00,37.94
2026-03-16 08:00:00+02:00,32.0
2026-03-16 08:15:00+02:00,39.69
2026-03-16 08:30:00+02:00,47.91
2026-03-16 08:45:00+02:00,50.0
2026-03-16 09:00:00+02:00,48.23
2026-03-16 09:15:00+02:00,54.01
2026-03-16 09:30:00+02:00,54.78
2026-03-16 09:45:00+02:00,54.32
2026-03-16 10:00:00+02:00,52.65
2026-03-16 10:15:00+02:00,49.22
2026-03-16 10:30:00+02:00,43.6
2026-03-16 10:45:00+02:00,33.17
2026-03-16 11:00:00+02:00,46.31
2026-03-16 11:15:00+02:00,38.91
2026-03-16 11:30:00+02:00,30.76
2026-03-16 11:45:00+02:00,19.36
2026-03-16 12:00:00+02:00,24.01
2026-03-16 12:15:00+02:00,16.08
2026-03-16 12:30:00+02:00,14.72
2026-03-16 12:45:00+02:00,16.97
2026-03-16 13:00:00+02:00,16.81
2026-03-16 13:15:00+02:00,14.37
2026-03-16 13:30:00+02:00,18.03
2026-03-16 13:45:00+02:00,17.26
2026-03-16 14:00:00+02:00,12.51
2026-03-16 14:15:00+02:00,13.82
2026-03-16 14:30:00+02:00,18.92
2026-03-16 14:45:00+02:00,27.23
2026-03-16 15:00:00+02:00,16.81
2026-03-16 15:15:00+02:00,28.41
2026-03-16 15:30:00+02:00,41.42
2026-03-16 15:45:00+02:00,44.33
2026-03-16 16:00:00+02:00,28.0
2026-03-16 16:15:00+02:00,35.0
2026-03-16 16:30:00+02:00,43.13
2026-03-16 16:45:00+02:00,43.05
2026-03-16 17:00:00+02:00,40.38
2026-03-16 17:15:00+02:00,38.47
2026-03-16 17:30:00+02:00,34.33
2026-03-16 17:45:00+02:00,40.82
2026-03-16 18:00:00+02:00,36.94
2026-03-16 18:15:00+02:00,35.0
2026-03-16 18:30:00+02:00,34.57
2026-03-16 18:45:00+02:00,44.95
2026-03-16 19:00:00+02:00,37.15
2026-03-16 19:15:00+02:00,37.49
2026-03-16 19:30:00+02:00,36.59
2026-03-16 19:45:00+02:00,32.0
2026-03-16 20:00:00+02:00,35.75
2026-03-16 20:15:00+02:00,34.79
2026-03-16 20:30:00+02:00,30.0
2026-03-16 20:45:00+02:00,27.99
2026-03-16 21:00:00+02:00,29.99
2026-03-16 21:15:00+02:00,24.07
2026-03-16 21:30:00+02:00,17.23
2026-03-16 21:45:00+02:00,15.25
2026-03-16 22:00:00+02:00,15.0
2026-03-16 22:15:00+02:00,16.77
2026-03-16 22:30:00+02:00,19.59
2026-03-16 22:45:00+02:00,20.63
2026-03-16 23:00:00+02:00,21.04
2026-03-16 23:15:00+02:00,19.39
2026-03-16 23:30:00+02:00,16.44
2026-03-16 23:45:00+02:00,14.9
