timestamp,price
2025-02-14 01:00:00+02:00,105.0
2025-02-14 02:00:00+02:00,111.47
2025-02-14 03:00:00+02:00,95.08
2025-02-14 04:00:00+02:00,77.69
2025-02-14 05:00:00+02:00,106.66
2025-02-14 06:00:00+02:00,134.08
2025-02-14 07:00:00+02:00,165.3
2025-02-14 08:00:00+02:00,236.2
2025-02-14 09:00:00+02:00,270.57
2025-02-14 10:00:00+02:00,215.49
2025-02-14 11:00:00+02:00,182.11
2025-02-14 12:00:00+02:00,165.0
2025-02-14 13:00:00+02:00,160.01
2025-02-14 14:00:00+02:00,132.62
2025-02-14 15:00:00+02:00,128.41
2025-02-14 16:00:00+02:00,128.57
2025-02-14 17:00:00+02:00,202.74
2025-02-14 18:00:00+02:00,295.16
2025-02-14 19:00:00+02:00,277.55
2025-02-14 20:00:00+02:00,223.05
2025-02-14 21:00:00+02:00,122.0
2025-02-14 22:00:00+02:00,113.96
2025-02-14 23:00:00+02:00,80.61
2025-02-15 00:00:00+02:00,35.38
