timestamp,price
2025-02-15 01:00:00+02:00,43.65
2025-02-15 02:00:00+02:00,35.57
2025-02-15 03:00:00+02:00,31.19
2025-02-15 04:00:00+02:00,24.73
2025-02-15 05:00:00+02:00,22.27
2025-02-15 06:00:00+02:00,17.09
2025-02-15 07:00:00+02:00,10.0
2025-02-15 08:00:00+02:00,6.47
2025-02-15 09:00:00+02:00,18.4
2025-02-15 10:00:00+02:00,31.7
2025-02-15 11:00:00+02:00,39.98
2025-02-15 12:00:00+02:00,54.98
2025-02-15 13:00:00+02:00,42.96
2025-02-15 14:00:00+02:00,59.96
2025-02-15 15:00:00+02:00,55.97
2025-02-15 16:00:00+02:00,97.79
2025-02-15 17:00:00+02:00,114.77
2025-02-15 18:00:00+02:00,107.21
2025-02-15 19:00:00+02:00,105.3
2025-02-15 20:00:00+02:00,99.99
2025-02-15 21:00:00+02:00,104.44
2025-02-15 22:00:00+02:00,119.99
2025-02-15 23:00:00+02:00,98.81
2025-02-16 00:00:00+02:00,100.88
