timestamp,price
2025-02-03 01:00:00+02:00,20.32
2025-02-03 02:00:00+02:00,20.7
2025-02-03 03:00:00+02:00,21.09
2025-02-03 04:00:00+02:00,21.31
2025-02-03 05:00:00+02:00,27.52
2025-02-03 06:00:00+02:00,46.63
2025-02-03 07:00:00+02:00,49.32
2025-02-03 08:00:00+02:00,93.47
2025-02-03 09:00:00+02:00,90.01
2025-02-03 10:00:00+02:00,123.3
2025-02-03 11:00:00+02:00,149.95
2025-02-03 12:00:00+02:00,126.73
2025-02-03 13:00:00+02:00,117.72
2025-02-03 14:00:00+02:00,115.53
2025-02-03 15:00:00+02:00,124.69
2025-02-03 16:00:00+02:00,147.22
2025-02-03 17:00:00+02:00,169.47
2025-02-03 18:00:00+02:00,213.98
2025-02-03 19:00:00+02:00,202.71
2025-02-03 20:00:00+02:00,201.1
2025-02-03 21:00:00+02:00,164.96
2025-02-03 22:00:00+02:00,153.01
2025-02-03 23:00:00+02:00,108.85
2025-02-04 00:00:00+02:00,85.06
