timestamp,price
2025-02-05 01:00:00+02:00,2.6
2025-02-05 02:00:00+02:00,2.09
2025-02-05 03:00:00+02:00,1.99
2025-02-05 04:00:00+02:00,2.0
2025-02-05 05:00:00+02:00,2.96
2025-02-05 06:00:00+02:00,4.01
2025-02-05 07:00:00+02:00,4.16
2025-02-05 08:00:00+02:00,4.72
2025-02-05 09:00:00+02:00,5.22
2025-02-05 10:00:00+02:00,5.29
2025-02-05 11:00:00+02:00,5.44
2025-02-05 12:00:00+02:00,5.29
2025-02-05 13:00:00+02:00,5.15
2025-02-05 14:00:00+02:00,4.97
2025-02-05 15:00:00+02:00,4.92
2025-02-05 16:00:00+02:00,4.95
2025-02-05 17:00:00+02:00,4.94
2025-02-05 18:00:00+02:00,5.14
2025-02-05 19:00:00+02:00,5.35
2025-02-05 20:00:00+02:00,18.99
2025-02-05 21:00:00+02:00,17.55
2025-02-05 22:00:00+02:00,24.06
2025-02-05 23:00:00+02:00,19.39
2025-02-06 00:00:00+02:00,7.58
