timestamp,price
2025-02-08 01:00:00+02:00,5.19
2025-02-08 02:00:00+02:00,4.82
2025-02-08 03:00:00+02:00,4.75
2025-02-08 04:00:00+02:00,4.64
2025-02-08 05:00:00+02:00,4.92
2025-02-08 06:00:00+02:00,5.51
2025-02-08 07:00:00+02:00,6.18
2025-02-08 08:00:00+02:00,15.74
2025-02-08 09:00:00+02:00,19.77
2025-02-08 10:00:00+02:00,28.37
2025-02-08 11:00:00+02:00,55.57
2025-02-08 12:00:00+02:00,55.54
2025-02-08 13:00:00+02:00,57.34
2025-02-08 14:00:00+02:00,56.7
2025-02-08 15:00:00+02:00,55.39
2025-02-08 16:00:00+02:00,57.05
2025-02-08 17:00:00+02:00,76.16
2025-02-08 18:00:00+02:00,96.54
2025-02-08 19:00:00+02:00,59.92
2025-02-08 20:00:00+02:00,55.37
2025-02-08 21:00:00+02:00,34.23
2025-02-08 22:00:00+02:00,44.17
2025-02-08 23:00:00+02:00,41.6
2025-02-09 00:00:00+02:00,34.05
