timestamp,price
2025-12-17 00:00:00+02:00,16.4
2025-12-17 00:15:00+02:00,15.21
2025-12-17 00:30:00+02:00,14.4
2025-12-17 00:45:00+02:00,13.58
2025-12-17 01:00:00+02:00,23.98
2025-12-17 01:15:00+02:00,22.77
2025-12-17 01:30:00+02:00,21.14
2025-12-17 01:45:00+02:00,21.02
2025-12-17 02:00:00+02:00,21.0
2025-12-17 02:15:00+02:00,20.82
2025-12-17 02:30:00+02:00,20.7
2025-12-17 02:45:00+02:00,20.75
2025-12-17 03:00:00+02:00,20.29
2025-12-17 03:15:00+02:00,20.03
2025-12-17 03:30:00+02:00,20.04
2025-12-17 03:45:00+02:00,20.17
2025-12-17 04:00:00+02:00,20.04
2025-12-17 04:15:00+02:00,20.33
2025-12-17 04:30:00+02:00,20.85
2025-12-17 04:45:00+02:00,20.95
2025-12-17 05:00:00+02:00,20.47
2025-12-17 05:15:00+02:00,20.94
2025-12-17 05:30:00+02:00,22.65
2025-12-17 05:45:00+02:00,22.87
2025-12-17 06:00:00+02:00,20.75
2025-12-17 06:15:00+02:00,22.28
2025-12-17 06:30:00+02:00,25.99
2025-12-17 06:45:00+02:00,30.44
2025-12-17 07:00:00+02:00,25.72
2025-12-17 07:15:00+02:00,27.71
2025-12-17 07:30:00+02:00,32.35
2025-12-17 07:45:00+02:00,35.28
2025-12-17 08:00:00+02:00,34.03
2025-12-17 08:15:00+02:00,35.0
2025-12-17 08:30:00+02:00,35.48
2025-12-17 08:45:00+02:00,38.33
2025-12-17 09:00:00+02:00,40.17
2025-12-17 09:15:00+02:00,38.04
2025-12-17 09:30:00+02:00,35.0
2025-12-17 09:45:00+02:00,34.99
2025-12-17 10:00:00+02:00,36.41
2025-12-17 10:15:00+02:00,35.0
2025-12-17 10:30:00+02:00,34.88
2025-12-17 10:45:00+02:00,34.2
2025-12-17 11:00:00+02:00,34.99
2025-12-17 11:15:00+02:00,34.3
2025-12-17 11:30:00+02:00,31.6
2025-12-17 11:45:00+02:00,29.24
2025-12-17 12:00:00+02:00,30.86
2025-12-17 12:15:00+02:00,26.99
2025-12-17 12:30:00+02:00,26.01
2025-12-17 12:45:00+02:00,24.08
2025-12-17 13:00:00+02:00,26.53
2025-12-17 13:15:00+02:00,26.29
2025-12-17 13:30:00+02:00,25.99
2025-12-17 13:45:00+02:00,24.81
2025-12-17 14:00:00+02:00,24.39
2025-12-17 14:15:00+02:00,24.7
2025-12-17 14:30:00+02:00,24.95
2025-12-17 14:45:00+02:00,25.56
2025-12-17 15:00:00+02:00,22.74
2025-12-17 15:15:00+02:00,24.02
2025-12-17 15:30:00+02:00,25.28
2025-12-17 15:45:00+02:00,27.56
2025-12-17 16:00:00+02:00,23.47
2025-12-17 16:15:00+02:00,25.19
2025-12-17 16:30:00+02:00,27.43
2025-12-17 16:45:00+02:00,28.79
2025-12-17 17:00:00+02:00,24.56
2025-12-17 17:15:00+02:00,25.99
2025-12-17 17:30:00+02:00,26.9
2025-12-17 17:45:00+02:00,27.47
2025-12-17 18:00:00+02:00,26.24
2025-12-17 18:15:00+02:00,26.5
2025-12-17 18:30:00+02:00,25.99
2025-12-17 18:45:00+02:00,26.0
2025-12-17 19:00:00+02:00,25.33
2025-12-17 19:15:00+02:00,24.54
2025-12-17 19:30:00+02:00,24.8
2025-12-17 19:45:00+02:00,24.29
2025-12-17 20:00:00+02:00,25.32
2025-12-17 20:15:00+02:00,24.33
2025-12-17 20:30:00+02:00,22.67
2025-12-17 20:45:00+02:00,21.0
2025-12-17 21:00:00+02:00,22.57
2025-12-17 21:15:00+02:00,20.88
2025-12-17 21:30:00+02:00,19.87
2025-12-17 21:45:00+02:00,18.25
2025-12-17 22:00:00+02:00,21.0
2025-12-17 22:15:00+02:00,20.32
2025-12-17 22:30:00+02:00,19.49
2025-12-17 22:45:00+02:00,18.03
2025-12-17 23:00:00+02:00,20.99
2025-12-17 23:15:00+02:00,19.3
2025-12-17 23:30:00+02:00,17.68
2025-12-17 23:45:00+02:00,15.38
