timestamp,price
2026-01-13 00:00:00+02:00,78.72
2026-01-13 00:15:00+02:00,75.85
2026-01-13 00:30:00+02:00,74.44
2026-01-13 00:45:00+02:00,72.12
2026-01-13 01:00:00+02:00,66.1
2026-01-13 01:15:00+02:00,61.07
2026-01-13 01:30:00+02:00,58.79
2026-01-13 01:45:00+02:00,51.49
2026-01-13 02:00:00+02:00,60.06
2026-01-13 02:15:00+02:00,53.19
2026-01-13 02:30:00+02:00,52.04
2026-01-13 02:45:00+02:00,55.81
2026-01-13 03:00:00+02:00,63.01
2026-01-13 03:15:00+02:00,61.06
2026-01-13 03:30:00+02:00,60.0
2026-01-13 03:45:00+02:00,55.94
2026-01-13 04:00:00+02:00,52.16
2026-01-13 04:15:00+02:00,52.26
2026-01-13 04:30:00+02:00,52.79
2026-01-13 04:45:00+02:00,60.01
2026-01-13 05:00:00+02:00,52.82
2026-01-13 05:15:00+02:00,60.06
2026-01-13 05:30:00+02:00,66.7
2026-01-13 05:45:00+02:00,73.71
2026-01-13 06:00:00+02:00,61.06
2026-01-13 06:15:00+02:00,70.03
2026-01-13 06:30:00+02:00,80.09
2026-01-13 06:45:00+02:00,84.0
2026-01-13 07:00:00+02:00,75.27
2026-01-13 07:15:00+02:00,79.83
2026-01-13 07:30:00+02:00,96.21
2026-01-13 07:45:00+02:00,108.12
2026-01-13 08:00:00+02:00,92.97
2026-01-13 08:15:00+02:00,117.96
2026-01-13 08:30:00+02:00,124.7
2026-01-13 08:45:00+02:00,143.57
2026-01-13 09:00:00+02:00,144.21
2026-01-13 09:15:00+02:00,127.43
2026-01-13 09:30:00+02:00,134.88
2026-01-13 09:45:00+02:00,129.89
2026-01-13 10:00:00+02:00,132.7
2026-01-13 10:15:00+02:00,125.41
2026-01-13 10:30:00+02:00,122.36
2026-01-13 10:45:00+02:00,119.46
2026-01-13 11:00:00+02:00,147.06
2026-01-13 11:15:00+02:00,140.45
2026-01-13 11:30:00+02:00,131.5
2026-01-13 11:45:00+02:00,123.51
2026-01-13 12:00:00+02:00,136.61
2026-01-13 12:15:00+02:00,144.37
2026-01-13 12:30:00+02:00,142.41
2026-01-13 12:45:00+02:00,136.58
2026-01-13 13:00:00+02:00,131.62
2026-01-13 13:15:00+02:00,130.89
2026-01-13 13:30:00+02:00,128.11
2026-01-13 13:45:00+02:00,124.39
2026-01-13 14:00:00+02:00,149.99
2026-01-13 14:15:00+02:00,132.51
2026-01-13 14:30:00+02:00,120.03
2026-01-13 14:45:00+02:00,103.02
2026-01-13 15:00:00+02:00,124.79
2026-01-13 15:15:00+02:00,112.16
2026-01-13 15:30:00+02:00,114.79
2026-01-13 15:45:00+02:00,120.19
2026-01-13 16:00:00+02:00,110.02
2026-01-13 16:15:00+02:00,131.26
2026-01-13 16:30:00+02:00,122.07
2026-01-13 16:45:00+02:00,116.67
2026-01-13 17:00:00+02:00,132.13
2026-01-13 17:15:00+02:00,120.07
2026-01-13 17:30:00+02:00,118.11
2026-01-13 17:45:00+02:00,129.94
2026-01-13 18:00:00+02:00,118.89
2026-01-13 18:15:00+02:00,122.26
2026-01-13 18:30:00+02:00,120.73
2026-01-13 18:45:00+02:00,121.38
2026-01-13 19:00:00+02:00,137.35
2026-01-13 19:15:00+02:00,142.13
2026-01-13 19:30:00+02:00,117.9
2026-01-13 19:45:00+02:00,98.91
2026-01-13 20:00:00+02:00,111.14
2026-01-13 20:15:00+02:00,100.26
2026-01-13 20:30:00+02:00,92.19
2026-01-13 20:45:00+02:00,84.47
2026-01-13 21:00:00+02:00,105.33
2026-01-13 21:15:00+02:00,85.74
2026-01-13 21:30:00+02:00,84.64
2026-01-13 21:45:00+02:00,81.49
2026-01-13 22:00:00+02:00,99.8
2026-01-13 22:15:00+02:00,140.83
2026-01-13 22:30:00+02:00,104.79
2026-01-13 22:45:00+02:00,78.43
2026-01-13 23:00:00+02:00,132.6
2026-01-13 23:15:00+02:00,79.97
2026-01-13 23:30:00+02:00,50.0
2026-01-13 23:45:00+02:00,45.82
