timestamp,price
2025-09-09 00:00:00+03:00,92.79
2025-09-09 01:00:00+03:00,81.21
2025-09-09 02:00:00+03:00,43.01
2025-09-09 03:00:00+03:00,25.09
2025-09-09 04:00:00+03:00,40.41
2025-09-09 05:00:00+03:00,73.02
2025-09-09 06:00:00+03:00,102.24
2025-09-09 07:00:00+03:00,149.12
2025-09-09 08:00:00+03:00,252.62
2025-09-09 09:00:00+03:00,198.34
2025-09-09 10:00:00+03:00,134.5
2025-09-09 11:00:00+03:00,107.12
2025-09-09 12:00:00+03:00,95.98
2025-09-09 13:00:00+03:00,85.15
2025-09-09 14:00:00+03:00,84.99
2025-09-09 15:00:00+03:00,87.98
2025-09-09 16:00:00+03:00,95.5
2025-09-09 17:00:00+03:00,106.37
2025-09-09 18:00:00+03:00,144.31
2025-09-09 19:00:00+03:00,167.94
2025-09-09 20:00:00+03:00,265.23
2025-09-09 21:00:00+03:00,145.63
2025-09-09 22:00:00+03:00,100.25
2025-09-09 23:00:00+03:00,66.82
